session_id,user_id,restaurant_id,session_timestamp,hour,day_of_week,meal_time,is_weekend,weather_condition,traffic_density,is_festival_day,estimated_delivery_time,delivery_zone,session_engagement_score,num_past_orders_at_restaurant
283,1859,329,01/01/2025 23:35,14,3,lunch,0,Rainy,Medium,0,61,south,0.4667,0
284,984,298,01/01/2025 23:40,17,5,snack,1,Sunny,Jam,1,54,south,0.805,0
285,962,37,01/01/2025 23:45,8,1,breakfast,0,Windy,Medium,0,50,central,0.6683,0
286,2804,603,01/01/2025 23:50,23,6,dinner,1,Cloudy,High,0,94,south,0.565,0
287,3482,431,01/01/2025 23:55,11,5,lunch,1,Sunny,Medium,0,38,south,0.33,0
288,3389,412,02/01/2025 00:00,13,2,lunch,0,Sunny,High,0,86,east,0.4317,0
289,3974,560,02/01/2025 00:05,21,0,dinner,0,Windy,Medium,0,31,central,0.4433,0
290,1771,5,02/01/2025 00:10,9,4,breakfast,0,Sunny,Medium,0,43,south,0.1133,0
291,2309,665,02/01/2025 00:15,20,0,dinner,0,Sunny,Medium,0,49,east,0.1133,0
292,2202,356,02/01/2025 00:20,0,3,late_night,0,Cloudy,Medium,0,36,north,0.275,0
293,2442,177,02/01/2025 00:25,20,0,dinner,0,Sunny,Medium,0,37,north,0.5433,0
294,1462,303,02/01/2025 00:30,13,2,lunch,0,Fog,Jam,0,88,west,0.5783,0
295,208,452,02/01/2025 00:35,9,4,breakfast,0,Fog,Medium,0,42,south,0.5483,0
296,2575,598,02/01/2025 00:40,15,5,lunch,1,Sunny,High,0,79,south,0.5983,0
297,2153,455,02/01/2025 00:45,1,5,late_night,1,Sunny,Medium,0,39,east,0.4367,0
298,1880,412,02/01/2025 00:50,9,4,breakfast,0,Rainy,High,0,86,north,0.475,0
299,2682,582,02/01/2025 00:55,0,0,late_night,0,Fog,Medium,0,33,south,0.4667,0
300,1782,466,02/01/2025 01:00,21,2,dinner,0,Sunny,Medium,1,33,north,0.44,0
301,3264,157,02/01/2025 01:05,9,2,breakfast,0,Cloudy,Low,0,35,west,0.595,0
302,823,588,02/01/2025 01:10,18,0,snack,0,Sunny,Low,0,50,west,0.6017,0
303,2673,121,02/01/2025 01:15,17,1,snack,0,Sunny,Medium,0,74,east,0.455,0
304,2315,656,02/01/2025 01:20,14,1,lunch,0,Windy,High,0,44,north,0.5017,0
305,3471,74,02/01/2025 01:25,11,2,lunch,0,Rainy,Jam,0,75,east,0.51,0
306,2068,323,02/01/2025 01:30,21,3,dinner,0,Cloudy,Low,0,28,south,0.55,0
307,738,257,02/01/2025 01:35,1,2,late_night,0,Cloudy,Medium,0,53,central,0.475,0
308,1195,217,02/01/2025 01:40,16,1,snack,0,Sunny,Low,1,34,west,0.475,0
309,3030,641,02/01/2025 01:45,12,5,lunch,1,Cloudy,Medium,0,35,east,0.105,0
310,827,120,02/01/2025 01:50,14,5,lunch,1,Cloudy,Low,0,64,south,0.51,0
311,17,414,02/01/2025 01:55,19,0,dinner,0,Cloudy,Medium,0,46,north,0.44,0
312,1104,377,02/01/2025 02:00,18,0,snack,0,Sunny,High,0,94,north,0.6417,0
313,3343,385,02/01/2025 02:05,19,6,dinner,1,Windy,Medium,0,40,north,0.4983,0
314,1864,32,02/01/2025 02:10,11,1,lunch,0,Cloudy,High,0,69,north,0.4867,0
315,2421,165,02/01/2025 02:15,9,0,breakfast,0,Sunny,High,0,54,north,0.545,0
316,3056,602,02/01/2025 02:20,10,6,breakfast,1,Rainy,Medium,0,37,west,0.5533,0
317,3013,365,02/01/2025 02:25,20,1,dinner,0,Sunny,Medium,0,41,north,0.525,0
318,2374,47,02/01/2025 02:30,18,4,snack,0,Sunny,Low,0,44,south,0.3733,0
319,1874,304,02/01/2025 02:35,10,6,breakfast,1,Sunny,High,0,39,north,0.2833,0
320,3707,541,02/01/2025 02:40,9,1,breakfast,0,Sunny,High,0,39,west,0.405,0
321,1097,370,02/01/2025 02:45,17,1,snack,0,Sunny,Medium,0,46,south,0.2283,0
322,1608,159,02/01/2025 02:50,14,0,lunch,0,Sunny,High,1,57,west,0.7,0
323,3048,290,02/01/2025 02:55,8,1,breakfast,0,Cloudy,Medium,0,38,west,0.2883,0
324,3767,511,02/01/2025 03:00,19,1,dinner,0,Rainy,High,0,53,west,0.6767,0
325,3204,312,02/01/2025 03:05,18,2,snack,0,Rainy,Medium,0,61,south,0.2883,0
326,97,592,02/01/2025 03:10,3,0,late_night,0,Sunny,Jam,0,93,central,0.385,0
327,1863,365,02/01/2025 03:15,21,4,dinner,0,Sunny,High,0,51,south,0.385,0
328,3594,401,02/01/2025 03:20,13,2,lunch,0,Sunny,High,0,70,east,0.5533,0
329,2617,653,02/01/2025 03:25,20,1,dinner,0,Rainy,High,0,50,south,0.14,0
330,2287,528,02/01/2025 03:30,20,6,dinner,1,Rainy,High,0,66,south,0.49,0
331,182,680,02/01/2025 03:35,12,1,lunch,0,Cloudy,Jam,0,116,central,0.615,0
332,2635,295,02/01/2025 03:40,9,4,breakfast,0,Cloudy,High,0,46,west,0.6533,0
333,3896,228,02/01/2025 03:45,20,6,dinner,1,Sunny,Medium,0,62,west,0.615,0
334,2291,305,02/01/2025 03:50,20,3,dinner,0,Rainy,Medium,0,54,west,0.4283,0
335,31,285,02/01/2025 03:55,13,2,lunch,0,Sunny,Medium,0,35,south,0.31,0
336,144,264,02/01/2025 04:00,20,6,dinner,1,Rainy,High,0,78,east,0.3967,0
337,2330,318,02/01/2025 04:05,18,4,snack,0,Windy,Low,0,52,north,0.4083,0
338,3565,593,02/01/2025 04:10,17,1,snack,0,Sunny,Jam,0,52,north,0.3667,0
339,391,333,02/01/2025 04:15,16,2,snack,0,Sandstorms,Jam,0,90,west,0.42,0
340,3952,401,02/01/2025 04:20,19,6,dinner,1,Cloudy,Jam,0,86,west,0.3,0
341,1495,553,02/01/2025 04:25,12,5,lunch,1,Sandstorms,Medium,0,37,east,0.6533,0
342,1424,348,02/01/2025 04:30,17,4,snack,0,Windy,Medium,0,34,west,0.6133,0
343,377,563,02/01/2025 04:35,11,0,lunch,0,Windy,Medium,0,46,south,0.5683,0
344,3244,609,02/01/2025 04:40,18,2,snack,0,Cloudy,Medium,0,67,east,0.315,0
345,48,62,02/01/2025 04:45,18,6,snack,1,Sunny,Medium,0,66,west,0.35,0
346,1862,565,02/01/2025 04:50,15,5,lunch,1,Rainy,Jam,0,48,west,0.2767,0
347,28,187,02/01/2025 04:55,19,1,dinner,0,Cloudy,Low,0,25,south,0.58,0
348,3420,457,02/01/2025 05:00,15,4,lunch,0,Sunny,Medium,0,32,central,0.16,0
349,3614,205,02/01/2025 05:05,12,5,lunch,1,Rainy,Low,0,64,central,0.6,0
350,1522,38,02/01/2025 05:10,21,0,dinner,0,Sunny,Medium,0,54,west,0.1833,0
351,821,156,02/01/2025 05:15,19,4,dinner,0,Sunny,High,0,64,central,0.4717,0
352,1404,129,02/01/2025 05:20,15,0,lunch,0,Rainy,Medium,0,66,east,0.3267,0
353,2421,99,02/01/2025 05:25,16,4,snack,0,Rainy,Medium,0,38,north,0.4783,0
354,1154,505,02/01/2025 05:30,21,0,dinner,0,Windy,Jam,0,70,east,0.4317,0
355,1954,527,02/01/2025 05:35,21,0,dinner,0,Sunny,Low,0,47,south,0.3,0
356,2960,572,02/01/2025 05:40,10,5,breakfast,1,Cloudy,Medium,0,64,west,0.3433,0
357,322,645,02/01/2025 05:45,16,0,snack,0,Fog,High,0,63,west,0.4517,0
358,3291,78,02/01/2025 05:50,20,6,dinner,1,Rainy,High,1,44,south,0.4517,0
359,925,328,02/01/2025 05:55,15,0,lunch,0,Sunny,Medium,1,62,west,0.4733,0
360,1603,196,02/01/2025 06:00,18,5,snack,1,Fog,Low,0,64,north,0.33,0
361,2256,495,02/01/2025 06:05,20,2,dinner,0,Fog,Medium,0,50,south,0.17,0
362,1844,157,02/01/2025 06:10,15,4,lunch,0,Fog,High,0,51,west,0.5733,0
363,3887,224,02/01/2025 06:15,11,6,lunch,1,Cloudy,Low,0,49,south,0.25,0
364,442,445,02/01/2025 06:20,20,1,dinner,0,Sunny,Medium,0,26,north,0.5083,0
365,271,621,02/01/2025 06:25,16,0,snack,0,Fog,Medium,0,39,north,0.4733,0
366,3662,503,02/01/2025 06:30,17,0,snack,0,Stormy,Jam,0,116,central,0.3083,0
367,3043,269,02/01/2025 06:35,20,1,dinner,0,Sunny,High,0,80,south,0.5083,0
368,2838,17,02/01/2025 06:40,20,3,dinner,0,Windy,Jam,0,40,south,0.6917,0
369,3707,384,02/01/2025 06:45,14,3,lunch,0,Fog,Medium,0,45,west,0.405,0
370,3269,19,02/01/2025 06:50,12,2,lunch,0,Cloudy,High,0,48,north,0.6,0
371,3705,23,02/01/2025 06:55,22,5,dinner,1,Cloudy,High,0,66,north,0.63,0
372,2311,296,02/01/2025 07:00,7,5,breakfast,1,Sunny,High,0,84,east,0.4983,0
373,1920,435,02/01/2025 07:05,19,5,dinner,1,Sunny,Medium,0,47,south,0.3733,0
374,3909,539,02/01/2025 07:10,12,0,lunch,0,Fog,Medium,1,58,south,0.195,0
375,2958,214,02/01/2025 07:15,21,0,dinner,0,Sunny,High,0,46,east,0.44,0
376,1960,314,02/01/2025 07:20,16,3,snack,0,Sunny,Medium,0,49,south,0.4867,0
377,2401,125,02/01/2025 07:25,10,2,breakfast,0,Windy,High,0,60,north,0.0933,0
378,1822,263,02/01/2025 07:30,16,1,snack,0,Fog,High,0,50,south,0.5867,0
379,299,657,02/01/2025 07:35,13,1,lunch,0,Cloudy,Low,0,55,central,0.3933,0
380,2472,5,02/01/2025 07:40,18,1,snack,0,Windy,High,0,54,north,0.4517,0
381,23,123,02/01/2025 07:45,6,5,breakfast,1,Rainy,High,0,44,north,0.3233,0
382,3729,664,02/01/2025 07:50,17,1,snack,0,Fog,Medium,0,57,central,0.2033,0
383,2271,309,02/01/2025 07:55,12,2,lunch,0,Sunny,Medium,0,75,east,0.5017,0
384,1200,611,02/01/2025 08:00,14,2,lunch,0,Stormy,Low,0,44,south,0.6217,0
385,3041,101,02/01/2025 08:05,11,2,lunch,0,Sunny,Medium,0,70,west,0.2733,0
386,3948,285,02/01/2025 08:10,9,6,breakfast,1,Cloudy,Jam,0,54,central,0.2767,0
387,279,428,02/01/2025 08:15,13,0,lunch,0,Cloudy,Medium,0,72,west,0.0933,0
388,3968,133,02/01/2025 08:20,6,5,breakfast,1,Fog,High,0,49,east,0.565,0
389,3583,463,02/01/2025 08:25,18,0,snack,0,Cloudy,Jam,0,52,central,0.645,0
390,2119,541,02/01/2025 08:30,22,0,dinner,0,Stormy,Medium,0,31,north,0.455,0
391,254,455,02/01/2025 08:35,18,0,snack,0,Windy,Jam,0,60,central,0.6683,0
392,3752,327,02/01/2025 08:40,7,3,breakfast,0,Cloudy,Medium,0,43,south,0.4167,0
393,265,556,02/01/2025 08:45,9,4,breakfast,0,Rainy,High,0,50,north,0.735,0
394,2506,111,02/01/2025 08:50,22,2,dinner,0,Sunny,Medium,0,43,east,0.2167,0
395,1012,586,02/01/2025 08:55,12,0,lunch,0,Cloudy,High,0,41,north,0.5317,0
396,2854,696,02/01/2025 09:00,9,2,breakfast,0,Fog,High,0,72,west,0.1633,0
397,3145,451,02/01/2025 09:05,20,5,dinner,1,Sunny,Medium,0,63,west,0.5533,0
398,3661,208,02/01/2025 09:10,17,4,snack,0,Windy,High,0,41,north,0.17,0
399,3672,499,02/01/2025 09:15,16,1,snack,0,Rainy,Low,0,38,north,0.5983,0
400,934,259,02/01/2025 09:20,13,6,lunch,1,Cloudy,Jam,0,93,west,0.1367,0
401,724,697,02/01/2025 09:25,11,6,lunch,1,Windy,Low,0,57,west,0.6,0
402,302,69,02/01/2025 09:30,19,3,dinner,0,Sunny,Low,0,28,south,0.4867,0
403,3321,90,02/01/2025 09:35,20,4,dinner,0,Rainy,High,0,60,south,0.4083,0
404,824,697,02/01/2025 09:40,14,2,lunch,0,Sunny,Low,0,57,south,0.3433,0
405,1306,550,02/01/2025 09:45,14,0,lunch,0,Rainy,Medium,0,50,east,0.4317,0
406,3655,96,02/01/2025 09:50,14,6,lunch,1,Sunny,Medium,0,38,south,0.6117,0
407,1715,177,02/01/2025 09:55,8,0,breakfast,0,Sunny,High,0,46,east,0.2167,0
408,3700,59,02/01/2025 10:00,22,3,dinner,0,Sunny,Medium,0,72,central,0.1633,0
409,3867,465,02/01/2025 10:05,13,2,lunch,0,Sunny,High,0,93,north,0.5567,0
410,1016,380,02/01/2025 10:10,15,2,lunch,0,Fog,Medium,0,54,north,0.6067,0
411,1615,356,02/01/2025 10:15,22,6,dinner,1,Fog,Medium,0,36,north,0.5533,0
412,3790,280,02/01/2025 10:20,21,6,dinner,1,Windy,Low,0,41,north,0.5567,0
413,1375,393,02/01/2025 10:25,12,0,lunch,0,Cloudy,Low,0,33,east,0.51,0
414,3352,338,02/01/2025 10:30,13,2,lunch,0,Sunny,Medium,0,59,south,0.6417,0
415,1847,592,02/01/2025 10:35,19,5,dinner,1,Rainy,High,0,75,south,0.53,0
416,1052,565,02/01/2025 10:40,13,1,lunch,0,Sunny,Medium,0,31,central,0.5867,0
417,761,598,02/01/2025 10:45,19,4,dinner,0,Sunny,Medium,0,63,west,0.52,0
418,234,147,02/01/2025 10:50,13,4,lunch,0,Windy,Medium,0,71,south,0.3167,0
419,1669,187,02/01/2025 10:55,7,0,breakfast,0,Sunny,High,1,37,east,0.365,0
420,921,457,02/01/2025 11:00,17,0,snack,0,Cloudy,Medium,1,32,north,0.2217,0
421,2030,301,02/01/2025 11:05,23,6,dinner,1,Cloudy,Jam,0,76,west,0.6317,0
422,1020,661,02/01/2025 11:10,21,0,dinner,0,Sunny,High,0,68,west,0.3867,0
423,1682,222,02/01/2025 11:15,2,5,late_night,1,Fog,Low,0,41,north,0.6667,0
424,743,490,02/01/2025 11:20,7,6,breakfast,1,Sunny,Low,0,28,north,0.455,0
425,1239,281,02/01/2025 11:25,20,4,dinner,0,Cloudy,Jam,0,57,west,0.4733,0
426,3240,357,02/01/2025 11:30,12,0,lunch,0,Sunny,Jam,0,62,central,0.1867,0
427,710,427,02/01/2025 11:35,8,4,breakfast,0,Stormy,Low,0,61,east,0.1867,0
428,2495,43,02/01/2025 11:40,8,1,breakfast,0,Cloudy,Medium,0,64,east,0.4317,0
429,3056,197,02/01/2025 11:45,16,0,snack,0,Sunny,High,0,38,west,0.42,0
430,3808,353,02/01/2025 11:50,14,2,lunch,0,Stormy,High,0,55,east,0.2683,0
431,117,673,02/01/2025 11:55,13,4,lunch,0,Sunny,Low,0,34,east,0.5783,0
432,1511,329,02/01/2025 12:00,14,5,lunch,1,Sunny,Medium,0,61,west,0.4083,0
433,1641,265,02/01/2025 12:05,20,4,dinner,0,Sunny,Low,0,39,west,0.4517,0
434,226,280,02/01/2025 12:10,19,3,dinner,0,Rainy,High,0,61,central,0.59,0
435,517,660,02/01/2025 12:15,14,1,lunch,0,Sunny,Medium,0,75,central,0.6883,0
436,486,312,02/01/2025 12:20,8,6,breakfast,1,Sunny,High,0,76,north,0.6767,0
437,114,246,02/01/2025 12:25,13,5,lunch,1,Rainy,High,1,65,north,0.4717,0
438,3929,231,02/01/2025 12:30,8,6,breakfast,1,Cloudy,Medium,0,35,south,0.0933,0
439,2209,695,02/01/2025 12:35,18,6,snack,1,Cloudy,High,0,67,west,0.44,0
440,2789,300,02/01/2025 12:40,15,2,lunch,0,Fog,Low,0,60,south,0.49,0
441,2978,255,02/01/2025 12:45,12,1,lunch,0,Cloudy,Medium,0,40,central,0.6117,0
442,1954,542,02/01/2025 12:50,6,4,breakfast,0,Sunny,Jam,0,71,south,0.2333,0
443,1063,197,02/01/2025 12:55,21,6,dinner,1,Rainy,Medium,0,30,south,0.5483,0
444,3244,364,02/01/2025 13:00,19,4,dinner,0,Sunny,Medium,0,54,east,0.5483,0
445,286,504,02/01/2025 13:05,19,4,dinner,0,Sunny,Low,0,52,central,0.6817,0
446,533,69,02/01/2025 13:10,18,0,snack,0,Rainy,Jam,0,50,south,0.28,0
447,1327,153,02/01/2025 13:15,12,0,lunch,0,Sunny,Low,0,38,central,0.4433,0
448,710,283,02/01/2025 13:20,1,3,late_night,0,Stormy,High,0,94,east,0.2533,0
449,2680,9,02/01/2025 13:25,15,3,lunch,0,Sunny,Medium,0,52,central,0.1867,0
450,2458,362,02/01/2025 13:30,17,6,snack,1,Sunny,Low,0,28,east,0.565,0
451,1356,168,02/01/2025 13:35,10,2,breakfast,0,Sunny,Jam,0,53,east,0.4317,0
452,3826,486,02/01/2025 13:40,6,6,breakfast,1,Rainy,High,0,92,central,0.4717,0
453,3116,168,02/01/2025 13:45,13,0,lunch,0,Fog,Low,0,29,north,0.5867,0
454,1751,254,02/01/2025 13:50,14,2,lunch,0,Cloudy,Medium,0,60,west,0.52,0
455,438,139,02/01/2025 13:55,7,0,breakfast,0,Cloudy,Low,0,48,east,0.6917,0
456,2161,60,02/01/2025 14:00,7,2,breakfast,0,Windy,Low,1,28,north,0.455,0
457,959,175,02/01/2025 14:05,19,2,dinner,0,Stormy,Medium,0,33,west,0.5333,0
458,279,317,02/01/2025 14:10,10,3,breakfast,0,Fog,High,0,58,west,0.0933,0
459,1400,692,02/01/2025 14:15,20,3,dinner,0,Fog,Medium,0,59,north,0.4433,0
460,307,546,02/01/2025 14:20,6,2,breakfast,0,Cloudy,Low,1,64,central,0.475,0
461,166,637,02/01/2025 14:25,21,6,dinner,1,Cloudy,High,0,93,east,0.3533,0
462,822,273,02/01/2025 14:30,19,1,dinner,0,Cloudy,Medium,0,36,south,0.3933,0
463,3196,120,02/01/2025 14:35,8,4,breakfast,0,Sunny,Medium,0,75,central,0.4667,0
464,3123,202,02/01/2025 14:40,13,5,lunch,1,Sunny,Medium,0,38,central,0.5883,0
465,1025,609,02/01/2025 14:45,23,2,dinner,0,Cloudy,Jam,1,104,central,0.5867,0
466,2073,159,02/01/2025 14:50,6,3,breakfast,0,Cloudy,High,0,57,south,0.1283,0
467,1252,201,02/01/2025 14:55,22,2,dinner,0,Windy,Medium,0,62,west,0.52,0
468,1362,525,02/01/2025 15:00,8,2,breakfast,0,Sunny,High,1,70,south,0.4517,0
469,2653,67,02/01/2025 15:05,15,0,lunch,0,Sunny,Medium,0,40,east,0.44,0
470,3464,87,02/01/2025 15:10,15,1,lunch,0,Sunny,Low,0,26,south,0.4,0
471,1497,485,02/01/2025 15:15,11,1,lunch,0,Cloudy,Medium,0,45,east,0.42,0
472,565,446,02/01/2025 15:20,7,1,breakfast,0,Sunny,High,0,94,north,0.4867,0
473,1222,627,02/01/2025 15:25,6,4,breakfast,0,Sunny,Low,0,64,south,0.1167,0
474,1796,680,02/01/2025 15:30,7,3,breakfast,0,Sunny,High,0,94,west,0.4667,0
475,3646,597,02/01/2025 15:35,19,0,dinner,0,Sunny,High,0,36,central,0.5017,0
476,2532,501,02/01/2025 15:40,17,6,snack,1,Cloudy,Low,0,48,west,0.5417,0
477,2151,606,02/01/2025 15:45,11,0,lunch,0,Sunny,Jam,0,110,north,0.6917,0
478,3989,636,02/01/2025 15:50,21,2,dinner,0,Sunny,Low,0,36,east,0.28,0
479,1378,266,02/01/2025 15:55,21,1,dinner,0,Stormy,Jam,1,67,north,0.385,0
480,1751,294,02/01/2025 16:00,23,6,dinner,1,Rainy,Medium,0,68,west,0.4867,0
481,3871,233,02/01/2025 16:05,11,2,lunch,0,Fog,High,0,94,west,0.4633,0
482,736,177,02/01/2025 16:10,10,6,breakfast,1,Stormy,Medium,0,37,south,0.4967,0
483,2344,175,02/01/2025 16:15,17,2,snack,0,Rainy,Low,0,28,east,0.4633,0
484,561,122,02/01/2025 16:20,11,3,lunch,0,Rainy,Low,0,28,south,0.3383,0
485,3970,266,02/01/2025 16:25,14,3,lunch,0,Rainy,Low,0,37,east,0.3117,0
486,2435,248,02/01/2025 16:30,23,1,dinner,0,Sunny,Low,0,64,south,0.1983,0
487,136,540,02/01/2025 16:35,18,5,snack,1,Stormy,Low,0,51,north,0.25,0
488,3244,351,02/01/2025 16:40,14,3,lunch,0,Sunny,Low,0,24,east,0.315,0
489,2105,281,02/01/2025 16:45,19,5,dinner,1,Fog,High,0,46,west,0.455,0
490,193,127,02/01/2025 16:50,18,0,snack,0,Windy,Medium,0,52,north,0.2283,0
491,1594,219,02/01/2025 16:55,6,3,breakfast,0,Cloudy,High,0,80,north,0.2067,0
492,1719,662,02/01/2025 17:00,8,3,breakfast,0,Cloudy,Low,0,24,central,0.175,0
493,2513,532,02/01/2025 17:05,8,0,breakfast,0,Rainy,Low,1,30,east,0.49,0
494,1629,533,02/01/2025 17:10,21,1,dinner,0,Cloudy,Medium,0,63,east,0.51,0
495,533,20,02/01/2025 17:15,21,2,dinner,0,Sunny,Medium,0,60,south,0.3467,0
496,2303,487,02/01/2025 17:20,11,1,lunch,0,Rainy,Medium,0,46,central,0.51,0
497,1283,149,02/01/2025 17:25,14,4,lunch,0,Sunny,Low,0,42,north,0.3967,0
498,3490,180,02/01/2025 17:30,19,4,dinner,0,Sunny,Medium,0,50,central,0.385,0
499,3608,229,02/01/2025 17:35,14,0,lunch,0,Sunny,High,0,81,south,0.6733,0
500,1187,384,02/01/2025 17:40,8,4,breakfast,0,Stormy,High,0,56,south,0.21,0
501,3640,184,02/01/2025 17:45,12,0,lunch,0,Sunny,High,0,55,south,0.5883,0
502,933,439,02/01/2025 17:50,17,3,snack,0,Rainy,High,0,52,east,0.2267,0
503,3531,675,02/01/2025 17:55,7,6,breakfast,1,Rainy,Jam,0,81,south,0.4267,0
504,1804,80,02/01/2025 18:00,8,2,breakfast,0,Sunny,Jam,1,103,east,0.4783,1
505,1688,489,02/01/2025 18:05,15,1,lunch,0,Sunny,High,0,91,west,0.475,0
506,3066,496,02/01/2025 18:10,21,4,dinner,0,Fog,Jam,0,76,north,0.3617,0
507,642,657,02/01/2025 18:15,8,4,breakfast,0,Sunny,High,0,81,north,0.4867,0
508,638,223,02/01/2025 18:20,10,1,breakfast,0,Cloudy,High,0,94,south,0.2833,0
509,859,544,02/01/2025 18:25,10,5,breakfast,1,Windy,Low,0,36,east,0.45,0
510,490,313,02/01/2025 18:30,14,5,lunch,1,Fog,High,1,61,north,0.6033,0
511,2459,366,02/01/2025 18:35,22,5,dinner,1,Sunny,Medium,0,67,south,0.6333,0
512,3558,336,02/01/2025 18:40,20,1,dinner,0,Cloudy,Low,1,44,south,0.4983,0
513,1617,520,02/01/2025 18:45,7,0,breakfast,0,Sunny,High,0,38,west,0.46,0
514,1085,450,02/01/2025 18:50,15,1,lunch,0,Fog,Jam,0,116,south,0.315,0
515,2027,304,02/01/2025 18:55,14,6,lunch,1,Fog,Medium,0,31,north,0.4983,0
516,1016,469,02/01/2025 19:00,12,4,lunch,0,Cloudy,Jam,0,59,north,0.6733,0
517,862,689,02/01/2025 19:05,15,2,lunch,0,Cloudy,Low,0,64,east,0.0933,0
518,143,508,02/01/2025 19:10,19,6,dinner,1,Sunny,High,0,49,west,0.5333,0
519,1412,83,02/01/2025 19:15,13,0,lunch,0,Cloudy,High,0,51,south,0.2633,0
520,871,33,02/01/2025 19:20,22,0,dinner,0,Sunny,High,1,42,north,0.5417,0
521,604,557,02/01/2025 19:25,20,0,dinner,0,Cloudy,Medium,0,52,west,0.265,0
522,182,417,02/01/2025 19:30,12,3,lunch,0,Stormy,Medium,0,42,central,0.5483,0
523,549,681,02/01/2025 19:35,13,2,lunch,0,Sunny,High,0,73,east,0.4433,0
524,1268,231,02/01/2025 19:40,9,2,breakfast,0,Fog,Medium,0,35,north,0.4633,0
525,461,145,02/01/2025 19:45,11,0,lunch,0,Sunny,Low,0,59,west,0.6433,0
526,3442,513,02/01/2025 19:50,19,0,dinner,0,Cloudy,Low,0,30,south,0.42,0
527,1144,650,02/01/2025 19:55,22,6,dinner,1,Sunny,Medium,0,50,east,0.4433,0
528,1083,67,02/01/2025 20:00,20,4,dinner,0,Stormy,High,1,50,north,0.14,0
529,2608,551,02/01/2025 20:05,13,2,lunch,0,Sunny,Medium,0,60,east,0.555,0
530,2397,68,02/01/2025 20:10,13,4,lunch,0,Sunny,Low,0,36,east,0.4617,0
531,1538,459,02/01/2025 20:15,10,0,breakfast,0,Rainy,Low,0,34,west,0.1167,0
532,348,465,02/01/2025 20:20,16,2,snack,0,Cloudy,Low,0,63,east,0.3817,0
533,694,337,02/01/2025 20:25,18,4,snack,0,Windy,Medium,0,60,north,0.2333,0
534,1557,398,02/01/2025 20:30,12,3,lunch,0,Sunny,Medium,1,52,south,0.42,0
535,810,263,02/01/2025 20:35,19,1,dinner,0,Sandstorms,High,0,50,north,0.4633,0
536,1141,412,02/01/2025 20:40,15,5,lunch,1,Sunny,Medium,0,69,east,0.37,0
537,70,61,02/01/2025 20:45,21,3,dinner,0,Rainy,Low,0,34,central,0.67,0
538,1321,638,02/01/2025 20:50,7,3,breakfast,0,Cloudy,Medium,0,62,north,0.6133,0
539,3546,627,02/01/2025 20:55,8,4,breakfast,0,Sunny,Low,0,64,central,0.5967,0
540,1253,159,02/01/2025 21:00,22,1,dinner,0,Cloudy,Medium,0,46,west,0.5317,0
541,863,555,02/01/2025 21:05,21,3,dinner,0,Windy,Medium,0,47,south,0.585,0
542,1916,369,02/01/2025 21:10,10,6,breakfast,1,Sandstorms,Low,0,35,east,0.6217,0
543,2643,214,02/01/2025 21:15,15,0,lunch,0,Rainy,Medium,0,37,central,0.1833,0
544,1249,109,02/01/2025 21:20,12,0,lunch,0,Rainy,Medium,0,56,east,0.2733,0
545,523,165,02/01/2025 21:25,20,4,dinner,0,Sunny,High,0,54,central,0.4283,0
546,559,74,02/01/2025 21:30,17,2,snack,0,Sunny,Low,0,41,central,0.4317,0
547,3623,244,02/01/2025 21:35,20,3,dinner,0,Rainy,Low,0,57,central,0.38,0
548,2536,53,02/01/2025 21:40,15,0,lunch,0,Sunny,Medium,0,55,central,0.3,0
549,3110,196,02/01/2025 21:45,10,6,breakfast,1,Sunny,High,0,94,central,0.68,0
550,3011,227,02/01/2025 21:50,14,2,lunch,0,Cloudy,Low,1,39,south,0.3233,0
551,2065,123,02/01/2025 21:55,14,1,lunch,0,Sunny,Medium,0,35,west,0.3567,0
552,591,33,02/01/2025 22:00,8,0,breakfast,0,Fog,Low,0,28,north,0.4733,0
553,679,412,02/01/2025 22:05,6,5,breakfast,1,Windy,Medium,0,69,south,0.62,0
554,131,63,02/01/2025 22:10,13,6,lunch,1,Rainy,Jam,0,82,north,0.1517,0
555,2629,149,02/01/2025 22:15,18,0,snack,0,Cloudy,Low,0,42,east,0.5517,0
556,2022,259,02/01/2025 22:20,13,0,lunch,0,Cloudy,Medium,0,60,north,0.51,0
557,942,328,02/01/2025 22:25,16,2,snack,0,Sunny,Medium,0,62,north,0.6183,0
558,858,279,02/01/2025 22:30,9,1,breakfast,0,Cloudy,Low,0,46,east,0.5533,0
559,295,694,02/01/2025 22:35,15,4,lunch,0,Rainy,Low,0,32,central,0.2417,0
560,456,380,02/01/2025 22:40,20,6,dinner,1,Cloudy,Low,0,46,east,0.2217,0
561,2013,61,02/01/2025 22:45,10,2,breakfast,0,Sunny,High,0,50,south,0.53,0
562,894,560,02/01/2025 22:50,15,3,lunch,0,Sunny,Medium,0,31,south,0.2733,0
563,1401,203,02/01/2025 22:55,3,4,late_night,0,Sunny,Medium,0,43,south,0.5017,0
564,3169,344,02/01/2025 23:00,10,2,breakfast,0,Fog,Medium,0,41,north,0.6,0
565,2658,208,02/01/2025 23:05,2,2,late_night,0,Rainy,Medium,0,33,south,0.4283,0
566,253,539,02/01/2025 23:10,13,5,lunch,1,Sunny,Medium,0,58,central,0.3733,0
567,34,569,02/01/2025 23:15,12,0,lunch,0,Cloudy,Medium,0,75,east,0.4517,0
